Locality,PrecinctCode,PrecinctName,ActiveVoters,InactiveVoters,AllVoters,MilitaryVoters,OverseasVoters,TempVoters,TotalPrecinctsInLocality,TotalActiveVotersPrecinctLocality,TotalInActiveVotersPrecinctLocality,TotalAllVotersPrecinctLocality,TotalMilitaryVotersPrecinctLocality,TotalOverseasVotersPrecinctLocality,TotalFederalVotersPrecinctLocality,StateTotalLocality,TotalActiveVotersLocality,TotalInActiveVotersLocality,TotalAllVotersLocality,TotalMilitaryVotersLocality,TotalOverseasVotersLocality,TotalFederalVotersLocality,StateTotalPrecincts
Locality: 700 NEWPORT NEWS CITY,0320,320 - WATKINS,"4,843",384,"5,227",252,11,4,43,"115,088","12,718","127,806","5,740",220,206,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 700 NEWPORT NEWS CITY,0321,321 - HILTON,"2,376",160,"2,536",88,9,9,43,"115,088","12,718","127,806","5,740",220,206,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 700 NEWPORT NEWS CITY,0322,322 - WARWICK,"1,821",228,"2,049",73,,4,43,"115,088","12,718","127,806","5,740",220,206,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 710 NORFOLK CITY,0101,101 - GRANBY,"3,917",431,"4,348",38,5,12,48,"133,215","13,122","146,337",923,187,266,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 710 NORFOLK CITY,0102,102 - OCEAN VIEW SCHOOL,"1,837",255,"2,092",15,3,2,48,"133,215","13,122","146,337",923,187,266,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 710 NORFOLK CITY,0103,103 - NORTHSIDE,"2,441",238,"2,679",28,1,3,48,"133,215","13,122","146,337",923,187,266,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 710 NORFOLK CITY,0104,104 - TITUSTOWN ,"2,262",315,"2,577",51,2,2,48,"133,215","13,122","146,337",923,187,266,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 710 NORFOLK CITY,0106,106 - SECOND PRESBYTERIAN,"3,620",406,"4,026",45,10,18,48,"133,215","13,122","146,337",923,187,266,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 710 NORFOLK CITY,0107,107 - WESLEY,"2,673",263,"2,936",20,1,4,48,"133,215","13,122","146,337",923,187,266,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 710 NORFOLK CITY,0201,201 - LARCHMONT SCHOOL,"2,984",262,"3,246",29,5,19,48,"133,215","13,122","146,337",923,187,266,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 710 NORFOLK CITY,0203,203 - GHENT SQUARE,"1,609",187,"1,796",12,7,16,48,"133,215","13,122","146,337",923,187,266,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 710 NORFOLK CITY,0207,207 - LAMBERT'S POINT,"3,547",503,"4,050",17,7,2,48,"133,215","13,122","146,337",923,187,266,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 710 NORFOLK CITY,0208,208 - LARCHMONT LIBRARY,"1,795",86,"1,881",24,8,1,48,"133,215","13,122","146,337",923,187,266,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 710 NORFOLK CITY,0210,210 - MAURY,"2,684",369,"3,053",27,7,30,48,"133,215","13,122","146,337",923,187,266,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 710 NORFOLK CITY,0211,211 - CHRYSLER MUSEUM,"4,123",550,"4,673",52,16,19,48,"133,215","13,122","146,337",923,187,266,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 710 NORFOLK CITY,0212,212 - PARK PLACE,"2,310",295,"2,605",15,,,48,"133,215","13,122","146,337",923,187,266,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 710 NORFOLK CITY,0213,213 - TAYLOR ELEMENTARY SCHOOL,"2,964",270,"3,234",33,13,28,48,"133,215","13,122","146,337",923,187,266,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 710 NORFOLK CITY,0214,214 - VIRGINIA ZOO,"2,951",297,"3,248",38,14,9,48,"133,215","13,122","146,337",923,187,266,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 710 NORFOLK CITY,0215,215 - SUBURBAN PARK,"2,244",142,"2,386",13,5,3,48,"133,215","13,122","146,337",923,187,266,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 710 NORFOLK CITY,0218,218 - WILLARD,"3,620",210,"3,830",31,16,19,48,"133,215","13,122","146,337",923,187,266,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 710 NORFOLK CITY,0301,301 - BALLENTINE,"2,825",291,"3,116",16,,3,48,"133,215","13,122","146,337",923,187,266,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 710 NORFOLK CITY,0302,302 - TANNERS CREEK,"1,920",268,"2,188",10,1,,48,"133,215","13,122","146,337",923,187,266,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 710 NORFOLK CITY,0303,303 - BROAD CREEK,"3,156",233,"3,389",9,2,3,48,"133,215","13,122","146,337",923,187,266,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 710 NORFOLK CITY,0304,304 - COLEMAN PLACE SCHOOL,"1,615",157,"1,772",6,,,48,"133,215","13,122","146,337",923,187,266,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 710 NORFOLK CITY,0305,305 - LAFAYETTE-WINONA,"2,180",167,"2,347",11,,3,48,"133,215","13,122","146,337",923,187,266,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 710 NORFOLK CITY,0306,306 - LINDENWOOD,"1,828",177,"2,005",8,1,4,48,"133,215","13,122","146,337",923,187,266,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 710 NORFOLK CITY,0309,309 - NORVIEW,"4,768",432,"5,200",31,3,2,48,"133,215","13,122","146,337",923,187,266,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 710 NORFOLK CITY,0310,310 - ROSEMONT,"3,954",360,"4,314",18,2,2,48,"133,215","13,122","146,337",923,187,266,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 710 NORFOLK CITY,0311,311 - SHERWOOD,"4,852",404,"5,256",20,5,2,48,"133,215","13,122","146,337",923,187,266,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 710 NORFOLK CITY,0313,313 - UNION CHAPEL,"1,481",138,"1,619",4,,,48,"133,215","13,122","146,337",923,187,266,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 710 NORFOLK CITY,0402,402 - BERKLEY,"2,087",130,"2,217",4,,,48,"133,215","13,122","146,337",923,187,266,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 710 NORFOLK CITY,0404,404 - CAMPOSTELLA,"2,581",197,"2,778",5,,3,48,"133,215","13,122","146,337",923,187,266,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 710 NORFOLK CITY,0405,405 - CHESTERFIELD,"3,096",350,"3,446",11,1,3,48,"133,215","13,122","146,337",923,187,266,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 710 NORFOLK CITY,0406,406 - BARRON BLACK,"1,917",139,"2,056",12,2,3,48,"133,215","13,122","146,337",923,187,266,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 710 NORFOLK CITY,0408,408 - CALVARY REVIVAL CHURCH,"3,040",216,"3,256",12,2,,48,"133,215","13,122","146,337",923,187,266,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 710 NORFOLK CITY,0409,409 - FAIRLAWN,"2,151",192,"2,343",6,1,2,48,"133,215","13,122","146,337",923,187,266,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 710 NORFOLK CITY,0411,411 - RUFFNER ACADEMY,"1,547",247,"1,794",2,,,48,"133,215","13,122","146,337",923,187,266,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 710 NORFOLK CITY,0412,412 - INGLESIDE,"2,111",245,"2,356",10,6,1,48,"133,215","13,122","146,337",923,187,266,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 710 NORFOLK CITY,0413,413 - POPLAR HALLS,"3,612",371,"3,983",6,3,3,48,"133,215","13,122","146,337",923,187,266,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 710 NORFOLK CITY,0414,414 - YOUNG PARK,"2,770",278,"3,048",5,,2,48,"133,215","13,122","146,337",923,187,266,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 710 NORFOLK CITY,0415,415 - LAKE TAYLOR HIGH SCHOOL,"2,619",220,"2,839",19,2,2,48,"133,215","13,122","146,337",923,187,266,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 710 NORFOLK CITY,0501,501 - BAYVIEW,"3,247",305,"3,552",26,1,6,48,"133,215","13,122","146,337",923,187,266,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 710 NORFOLK CITY,0503,503 - EAST OCEAN VIEW,"3,964",396,"4,360",52,12,8,48,"133,215","13,122","146,337",923,187,266,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 710 NORFOLK CITY,0504,504 - LARRYMORE,"2,429",196,"2,625",11,,9,48,"133,215","13,122","146,337",923,187,266,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 710 NORFOLK CITY,0505,505 - LITTLE CREEK,"2,078",160,"2,238",12,2,,48,"133,215","13,122","146,337",923,187,266,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 710 NORFOLK CITY,0506,506 - OCEAN VIEW GOLF COURSE,"3,966",454,"4,420",24,3,4,48,"133,215","13,122","146,337",923,187,266,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 710 NORFOLK CITY,0507,507 - PRETLOW,"3,093",405,"3,498",16,4,2,48,"133,215","13,122","146,337",923,187,266,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 710 NORFOLK CITY,0509,509 - TARRALLTON,"2,953",274,"3,227",23,4,6,48,"133,215","13,122","146,337",923,187,266,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 710 NORFOLK CITY,0510,510 - THIRD PRESBYTERIAN,"3,049",228,"3,277",23,6,3,48,"133,215","13,122","146,337",923,187,266,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 710 NORFOLK CITY,0511,511 - CROSSROADS,"3,029",252,"3,281",19,3,3,48,"133,215","13,122","146,337",923,187,266,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 710 NORFOLK CITY,0512,512 - AZALEA GARDENS,"1,716",161,"1,877",4,1,,48,"133,215","13,122","146,337",923,187,266,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 720 NORTON CITY,0001,001 - EAST WARD,"2,561",156,"2,717",22,,,1,"2,561",156,"2,717",22,,,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 730 PETERSBURG CITY,0101,101 - FIRST WARD FIRST PRECINCT,"2,855",372,"3,227",108,3,1,7,"22,289","2,623","24,912",658,48,6,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 730 PETERSBURG CITY,0201,201 - SECOND WARD FIRST PRECINCT,"3,330",425,"3,755",119,6,1,7,"22,289","2,623","24,912",658,48,6,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 730 PETERSBURG CITY,0301,301 - THIRD WARD FIRST PRECINCT,"3,563",293,"3,856",85,20,2,7,"22,289","2,623","24,912",658,48,6,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 730 PETERSBURG CITY,0401,401 - FOURTH WARD FIRST PRECINCT,"2,994",401,"3,395",112,5,2,7,"22,289","2,623","24,912",658,48,6,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 730 PETERSBURG CITY,0501,501 - FIFTH WARD FIRST PRECINCT,"3,043",384,"3,427",82,6,,7,"22,289","2,623","24,912",658,48,6,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 730 PETERSBURG CITY,0601,601 - SIXTH WARD FIRST PRECINCT,"3,247",406,"3,653",69,2,,7,"22,289","2,623","24,912",658,48,6,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 730 PETERSBURG CITY,0701,701 - SEVENTH WARD FIRST PRECINCT,"3,257",342,"3,599",83,6,,7,"22,289","2,623","24,912",658,48,6,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 735 POQUOSON CITY,0001,001 - CENTRAL,"3,329",155,"3,484",135,7,7,3,"9,835",439,"10,274",414,24,15,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 735 POQUOSON CITY,0002,002 - EASTERN,"3,311",157,"3,468",156,5,4,3,"9,835",439,"10,274",414,24,15,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 735 POQUOSON CITY,0003,003 - WESTERN,"3,195",127,"3,322",123,12,4,3,"9,835",439,"10,274",414,24,15,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 740 PORTSMOUTH CITY,0001,001 - EMANUEL A. M. E. CHURCH ,"2,623",406,"3,029",223,13,10,31,"65,189","5,793","70,982","3,407",101,76,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 740 PORTSMOUTH CITY,0005,005 - CHARLES A. FISHER MEMORIAL ACADEMY,"1,610",178,"1,788",75,,1,31,"65,189","5,793","70,982","3,407",101,76,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 740 PORTSMOUTH CITY,0007,007- PARK VIEW ELEMENTARY SCHOOL,"1,650",210,"1,860",192,5,1,31,"65,189","5,793","70,982","3,407",101,76,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 740 PORTSMOUTH CITY,0009,009 - THIRD BAPTIST CHURCH,"2,345",189,"2,534",98,3,1,31,"65,189","5,793","70,982","3,407",101,76,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 740 PORTSMOUTH CITY,0010,010 - MOUNT HERMON PRESCHOOL CENTER,"1,242",138,"1,380",96,2,1,31,"65,189","5,793","70,982","3,407",101,76,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 740 PORTSMOUTH CITY,0011,011 - JOSEPH E. PARKER RECREATION CENTER,"1,652",153,"1,805",39,2,1,31,"65,189","5,793","70,982","3,407",101,76,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 740 PORTSMOUTH CITY,0013,013 - ST. MARK MISSIONARY BAPTIST CHURCH,"1,357",162,"1,519",62,2,1,31,"65,189","5,793","70,982","3,407",101,76,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 740 PORTSMOUTH CITY,0014,014 - BRIGHTON ELEMENTARY SCHOOL,"2,135",196,"2,331",95,2,1,31,"65,189","5,793","70,982","3,407",101,76,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 740 PORTSMOUTH CITY,0016,016 - CRADOCK MIDDLE SCHOOL,"2,209",282,"2,491",209,3,1,31,"65,189","5,793","70,982","3,407",101,76,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 740 PORTSMOUTH CITY,0017,017 - VICTORY LIFE FELLOWSHIP,"2,770",302,"3,072",176,1,1,31,"65,189","5,793","70,982","3,407",101,76,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 740 PORTSMOUTH CITY,0019,019 - VICTORY ELEMENTARY SCHOOL,"1,207",91,"1,298",58,3,,31,"65,189","5,793","70,982","3,407",101,76,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 740 PORTSMOUTH CITY,0020,020 - NOBLE STREET BAPTIST CHURCH,"2,173",209,"2,382",166,2,2,31,"65,189","5,793","70,982","3,407",101,76,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 740 PORTSMOUTH CITY,0021,021 - HENDRICKS/KENDALL RECREATION CENTER,"1,221",180,"1,401",51,1,,31,"65,189","5,793","70,982","3,407",101,76,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 740 PORTSMOUTH CITY,0022,022 - ST. MARK DELIVERANCE CENTER,"2,149",178,"2,327",123,2,1,31,"65,189","5,793","70,982","3,407",101,76,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 740 PORTSMOUTH CITY,0023,023 - WESTHAVEN BAPTIST CHURCH,"1,876",126,"2,002",90,,1,31,"65,189","5,793","70,982","3,407",101,76,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 740 PORTSMOUTH CITY,0024,024 - THE SENIOR STATION,"1,594",149,"1,743",72,5,1,31,"65,189","5,793","70,982","3,407",101,76,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 740 PORTSMOUTH CITY,0025,025 - WATERVIEW ELEMENTARY SCHOOL,"1,896",203,"2,099",122,5,4,31,"65,189","5,793","70,982","3,407",101,76,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 740 PORTSMOUTH CITY,0026,026 - WILLIAM E. WATERS MIDDLE SCHOOL,"1,940",105,"2,045",67,1,,31,"65,189","5,793","70,982","3,407",101,76,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 740 PORTSMOUTH CITY,0027,027 - CAVALIER MANOR RECREATION CENTER,"1,838",122,"1,960",52,2,,31,"65,189","5,793","70,982","3,407",101,76,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 740 PORTSMOUTH CITY,0028,028 - LAKEVIEW ELEMENTARY SCHOOL,"2,466",105,"2,571",56,,2,31,"65,189","5,793","70,982","3,407",101,76,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 740 PORTSMOUTH CITY,0029,029 - MANOR HIGH SCHOOL,"1,280",98,"1,378",49,3,1,31,"65,189","5,793","70,982","3,407",101,76,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 740 PORTSMOUTH CITY,0030,030 - THE RESCUE CHURCH,"1,815",127,"1,942",75,,,31,"65,189","5,793","70,982","3,407",101,76,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 740 PORTSMOUTH CITY,0031,031 - WEST PARK CHURCH OF CHRIST ,"2,956",304,"3,260",96,2,3,31,"65,189","5,793","70,982","3,407",101,76,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 740 PORTSMOUTH CITY,0032,032 - HODGES MANOR ELEMENTARY SCHOOL ,"1,448",70,"1,518",53,3,1,31,"65,189","5,793","70,982","3,407",101,76,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 740 PORTSMOUTH CITY,0033,033- PINECREST BAPTIST CHURCH,"1,241",83,"1,324",54,1,1,31,"65,189","5,793","70,982","3,407",101,76,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 740 PORTSMOUTH CITY,0034,034- CHURCHLAND BRANCH LIBRARY,"1,756",108,"1,864",79,7,10,31,"65,189","5,793","70,982","3,407",101,76,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 740 PORTSMOUTH CITY,0035,035 - CHURCHLAND ELEMENTARY SCHOOL,"2,271",121,"2,392",114,3,4,31,"65,189","5,793","70,982","3,407",101,76,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 740 PORTSMOUTH CITY,0036,036 - CHURCHLAND HIGH SCHOOL,"3,874",328,"4,202",221,11,9,31,"65,189","5,793","70,982","3,407",101,76,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 740 PORTSMOUTH CITY,0037,037 - CHURCHLAND MIDDLE SCHOOL,"3,297",284,"3,581",153,2,11,31,"65,189","5,793","70,982","3,407",101,76,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 740 PORTSMOUTH CITY,0038,038 - GROVE BAPTIST CHURCH,"3,791",344,"4,135",181,4,1,31,"65,189","5,793","70,982","3,407",101,76,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 740 PORTSMOUTH CITY,0039,039 - CHURCHLAND PRIMARY AND INTERMEDIATE SCHOOL,"3,507",242,"3,749",210,11,5,31,"65,189","5,793","70,982","3,407",101,76,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 750 RADFORD CITY,0001,001 - EAST PRECINCT,"2,157",456,"2,613",22,1,1,4,"8,824","1,164","9,988",74,10,1,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 750 RADFORD CITY,0002,002 - CENTRAL PRECINCT,"2,274",175,"2,449",21,6,,4,"8,824","1,164","9,988",74,10,1,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 750 RADFORD CITY,0003,003 - WEST PRECINCT,"2,615",208,"2,823",22,,,4,"8,824","1,164","9,988",74,10,1,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 750 RADFORD CITY,0004,004 - NEW RIVER PRECINCT,"1,778",325,"2,103",9,3,,4,"8,824","1,164","9,988",74,10,1,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 760 RICHMOND CITY,0101,101 - ONE HUNDRED ONE,"1,493",280,"1,773",1,18,13,72,"151,224","16,411","167,635",340,348,465,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 760 RICHMOND CITY,0102,102 - ONE HUNDRED TWO,"1,317",60,"1,377",1,5,7,72,"151,224","16,411","167,635",340,348,465,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 760 RICHMOND CITY,0104,104 - ONE HUNDRED FOUR,"2,027",90,"2,117",4,8,7,72,"151,224","16,411","167,635",340,348,465,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 760 RICHMOND CITY,0105,105 - ONE HUNDRED FIVE,"1,808",127,"1,935",6,5,11,72,"151,224","16,411","167,635",340,348,465,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 760 RICHMOND CITY,0106,106 - ONE HUNDRED SIX,"2,117",79,"2,196",4,10,14,72,"151,224","16,411","167,635",340,348,465,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 760 RICHMOND CITY,0111,111 - ONE HUNDRED ELEVEN,"1,755",89,"1,844",8,7,15,72,"151,224","16,411","167,635",340,348,465,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 760 RICHMOND CITY,0112,112 - ONE HUNDRED TWELVE,"1,514",123,"1,637",2,5,9,72,"151,224","16,411","167,635",340,348,465,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 760 RICHMOND CITY,0113,113 - ONE HUNDRED THIRTEEN,"2,938",281,"3,219",3,12,18,72,"151,224","16,411","167,635",340,348,465,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 760 RICHMOND CITY,0114,114 - ONE HUNDRED FOURTEEN,"2,882",278,"3,160",6,14,25,72,"151,224","16,411","167,635",340,348,465,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 760 RICHMOND CITY,0115,115 - ONE HUNDRED FIFTEEN,"1,569",92,"1,661",2,6,10,72,"151,224","16,411","167,635",340,348,465,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 760 RICHMOND CITY,0204,204 - TWO HUNDRED FOUR,"2,110",273,"2,383",5,9,12,72,"151,224","16,411","167,635",340,348,465,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 760 RICHMOND CITY,0206,206 - TWO HUNDRED SIX,"1,343",237,"1,580",1,7,8,72,"151,224","16,411","167,635",340,348,465,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 760 RICHMOND CITY,0207,207 - TWO HUNDRED SEVEN,"2,573",332,"2,905",5,15,23,72,"151,224","16,411","167,635",340,348,465,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 760 RICHMOND CITY,0208,208 - TWO HUNDRED EIGHT,"2,817",312,"3,129",5,22,17,72,"151,224","16,411","167,635",340,348,465,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 760 RICHMOND CITY,0213,213 - TWO HUNDRED THIRTEEN,"2,995",445,"3,440",8,8,5,72,"151,224","16,411","167,635",340,348,465,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 760 RICHMOND CITY,0214,214 - TWO HUNDRED FOURTEEN,"2,046",431,"2,477",5,1,9,72,"151,224","16,411","167,635",340,348,465,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 760 RICHMOND CITY,0215,215 - TWO HUNDRED FIFTEEN,"3,214",340,"3,554",8,4,3,72,"151,224","16,411","167,635",340,348,465,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 760 RICHMOND CITY,0216,216 - TWO HUNDRED SIXTEEN,717,126,843,4,1,3,72,"151,224","16,411","167,635",340,348,465,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 760 RICHMOND CITY,0301,301 - THREE HUNDRED ONE,"1,508",155,"1,663",2,,,72,"151,224","16,411","167,635",340,348,465,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 760 RICHMOND CITY,0302,302 - THREE HUNDRED TWO,"1,477",167,"1,644",3,3,6,72,"151,224","16,411","167,635",340,348,465,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 760 RICHMOND CITY,0303,303 - THREE HUNDRED THREE,"1,219",94,"1,313",2,2,3,72,"151,224","16,411","167,635",340,348,465,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 760 RICHMOND CITY,0304,304 - THREE HUNDRED FOUR,"2,318",194,"2,512",7,6,3,72,"151,224","16,411","167,635",340,348,465,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 760 RICHMOND CITY,0305,305 - THREE HUNDRED FIVE,"2,253",255,"2,508",6,4,1,72,"151,224","16,411","167,635",340,348,465,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 760 RICHMOND CITY,0306,306 - THREE HUNDRED SIX,"1,456",343,"1,799",3,1,2,72,"151,224","16,411","167,635",340,348,465,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
